степен,застроена_площ_m2,в_кадастъра,кадастрален_номер,имот,разрешение_за_строеж,брой_разрешения,последно_разрешение,акт16,УПИ,квартал_по_регулация,етажи_по_кадастър,жилища_по_кадастър,код_зона,устройствен_режим,район,квартал,източник,lon,lat
средна,1381.0,не,,07140.8153.17,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.536242,42.740773
средна,1380.0,не,,02659.2218.70,,,,,,,,,Твк,терени за площни обекти на ВиК,Банкя,кв. Вердикал - землище поле,картирана в OSM,23.128539,42.729873
средна,1380.0,не,,68134.8389.20,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.511394,42.752762
средна,1374.0,не,,51250.5712.572,,,,,,,,,Смф2,смесена многофункционална зона 2,Нови Искър,с. Негован,картирана в OSM,23.40895,42.764857
средна,1370.0,не,,68134.408.409,,,,,,,,,Тсп,специални терени,Оборище,м. Подуяне - Център,само от сателит,23.350913,42.690805
средна,1370.0,не,,07140.8153.18,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.529839,42.743863
средна,1358.0,не,,68134.2820.2029,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Връбница,"ж.к. Надежда 3, ж.к. Връбница 1А",картирана в OSM,23.284759,42.733707
средна,1354.0,не,,68134.4361.148,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 5 мр,картирана в OSM,23.240585,42.715084
средна,1349.0,не,,68134.8389.9,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.521751,42.755805
средна,1348.0,не,,68134.1200.236,,,,,,,,,Смф,смесена многофункционална зона,Илинден,ж.к. НПЗ Захарна фабрика,картирана в OSM,23.294312,42.72096
средна,1347.0,не,,68134.4356.367,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 2 мр,картирана в OSM,23.245863,42.725456
средна,1346.0,не,,68134.1107.341,,,,,,,,,Са2,зона за спорт и атракции 2,Красна поляна,ж.к. Красна поляна - част 3,само от сателит,23.286791,42.693661
средна,1343.0,не,,07140.8153.6,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.55035,42.74445
средна,1341.0,не,,68134.4082.6524,,,,,,,,,Оо,зона за обществено обслужване,Младост,ж.к. Младост 1,картирана в OSM,23.374577,42.658934
средна,1328.0,не,,68134.4404.35,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Люлин,"с. Филиповци, м. Берилица",картирана в OSM,23.228161,42.730018
средна,1328.0,не,,68134.4356.382,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 2 мр,картирана в OSM,23.246969,42.727441
средна,1324.0,не,,68134.206.61,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Красно село,ж.к. Борово,картирана в OSM,23.288669,42.670253
средна,1324.0,не,,68134.8389.1,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.52975,42.757846
средна,1321.0,не,,68134.4362.6,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 5 мр,картирана в OSM,23.236285,42.715405
средна,1319.0,не,,68134.4359.96,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Люлин,ж.к. Люлин - 10 мр,картирана в OSM,23.275192,42.717321
средна,1319.0,не,,00357.5357.1142,,,,,,,,,Пп,устр. зона за индустриални производства,Нови Искър,"гр. Нови Искър, м. Вировете",само от сателит,23.341033,42.814491
средна,1310.0,не,,68134.4356.108,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 1 мр,картирана в OSM,23.255729,42.728167
средна,1307.0,не,,07140.8153.17,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,картирана в OSM,23.539701,42.740608
средна,1305.0,не,,68134.4360.476,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 6 мр,картирана в OSM,23.253272,42.713604
средна,1301.0,не,,68134.4360.434,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 6 мр,картирана в OSM,23.247451,42.71075
средна,1296.0,не,,68134.803.2288,,,,,,,,,,,Изгрев,ж.к. Дианабад,картирана в OSM,23.356224,42.664215
средна,1290.0,не,,68134.4355.1863,,,,,,,,,Смф,смесена многофункционална зона,Люлин,СПЗ Модерно предградие - разширение 1,картирана в OSM,23.257326,42.729696
средна,1289.0,не,,68134.8555.1975,,,,,,,,,Смф1,смесена многофункционална зона 1,Кремиковци,м. Япаджа,картирана в OSM,23.424034,42.709944
средна,1286.0,не,,68134.4081.9917,,,,,,,,,Смф,смесена многофункционална зона,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.377347,42.668975
средна,1285.0,не,,55419.6705.980,,,,,,,,,Оз2,зона за обществено-обслужващи дейности и озеленяване 2,Панчарево,Зона за отдих Панчарево - плажа,картирана в OSM,23.422978,42.592432
средна,1277.0,не,,14831.6542.670,,,,,,,,,Тсп,специални терени,Панчарево,"Герман, м. Шамака",само от сателит,23.428322,42.61424
средна,1276.0,не,,68134.4090.1599,,,,,,,,,Тсп,специални терени,Младост,Младост 4 Камбаните - Американски колеж,картирана в OSM,23.370248,42.629827
средна,1273.0,не,,68134.8389.1,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.534683,42.75608
средна,1268.0,не,,04234.7014.549,,,,,,,,,Тсп,специални терени,Панчарево,"с. Бистрица, м. Лагатар",картирана в OSM,23.358272,42.558816
средна,1268.0,не,,68134.8328.158,,,,,,,,,Тсп,специални терени,Кремиковци,Затвор Кремиковци,картирана в OSM,23.542852,42.772456
средна,1267.0,не,,68134.1505.1250,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Искър,ж.к. Дружба 2 - запад,картирана в OSM,23.404702,42.65132
